City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,kroya,-7.6331,109.2461,26.3,79,100,3.96,ID,1718929826
295,minas de marcona,-15.2119,-75.1103,13.82,79,100,4.41,PE,1718929827
296,taoudenni,22.6783,-3.9836,37.38,7,0,6.58,ML,1718929828
297,port saint john's,-31.6229,29.5448,16.53,80,100,5.23,ZA,1718929831
298,nizhneudinsk,54.9076,99.0276,13.83,51,5,0.55,RU,1718929832
299,kita,13.0349,-9.4895,28.05,59,56,1.62,ML,1718929833
300,ola,59.5833,151.2833,12.6,81,67,3.12,RU,1718929834
301,kabwe,-14.4469,28.4464,13.77,66,0,2.54,ZM,1718929836
302,maintirano,-18.0667,44.0167,20.43,83,0,3.48,MG,1718929837
303,sungailiat,-1.85,106.1333,26.02,88,100,3.59,ID,1718929838
304,poco branco,-5.6228,-35.6628,23.97,96,11,3.92,BR,1718929839
305,sinabang,2.4803,96.3801,26.75,85,100,2.41,ID,1718929841
306,grivenskaya,45.6473,38.176,16.78,69,0,3.56,RU,1718929842
307,santanyi,39.3546,3.1291,21.66,77,100,4.6,ES,1718929843
308,arkhangel'sk,64.5401,40.5433,11.06,100,100,4.0,RU,1718929844
309,kavaratti,10.5669,72.642,28.18,82,100,8.93,IN,1718929847
310,harstad,68.799,16.5293,9.55,95,100,6.71,NO,1718929848
311,acajutla,13.5928,-89.8275,25.22,88,100,5.22,SV,1718929849
312,laem sing,12.4816,102.0738,29.47,100,56,2.33,TH,1718929850
313,menongue,-14.6585,17.691,9.81,47,0,1.61,AO,1718929852
314,murzuq,25.9155,13.9184,30.84,16,0,7.48,LY,1718929839
315,beruniy,41.6911,60.7525,21.98,73,0,1.03,UZ,1718929666
316,chenab nagar,31.7541,72.92,29.67,54,99,1.55,PK,1718929855
317,lamu,-2.2717,40.902,24.76,84,6,6.55,KE,1718929856
318,pontal do parana,-25.6533,-48.5128,18.38,96,26,0.64,BR,1718929858
319,qujing,25.4833,103.7833,20.83,80,99,4.84,CN,1718929859
320,taman',45.2117,36.7161,21.05,61,0,10.1,RU,1718929799
321,daru,-9.0763,143.2092,26.17,77,88,5.68,PG,1718929861
322,coronel dorrego,-38.7187,-61.2873,7.68,42,100,6.7,AR,1718929863
323,tabira,-7.5908,-37.5394,20.29,90,49,4.92,BR,1718929864
324,entebbe,0.0644,32.4469,24.18,78,40,4.12,UG,1718929865
325,glace bay,46.1969,-59.957,23.66,77,75,4.12,CA,1718929868
326,cantaura,9.3057,-64.3584,25.86,77,52,5.19,VE,1718929869
327,tazacorte,28.629,-17.9293,18.42,76,0,4.12,ES,1718929870
328,aracati,-4.5617,-37.7697,25.63,81,51,5.72,BR,1718929871
329,kismayo,-0.3582,42.5454,25.44,80,54,7.18,SO,1718929873
330,qusmuryn,52.4503,64.6311,17.96,88,28,3.78,KZ,1718929874
331,cidreira,-30.1811,-50.2056,18.07,96,100,4.64,BR,1718929875
332,banda aceh,5.5577,95.3222,28.8,76,88,6.05,ID,1718929876
333,port alfred,-33.5906,26.891,13.99,88,100,0.45,ZA,1718929878
334,swakopmund,-22.6833,14.5333,13.32,86,0,3.2,NA,1718929879
335,cho dok,10.7,105.1167,27.76,80,100,1.14,VN,1718929880
336,akureyri,65.6835,-18.0878,6.96,87,100,3.6,IS,1718929881
337,fort-shevchenko,44.5086,50.263,24.98,55,14,2.07,KZ,1718929882
338,bela vista,-22.1089,-56.5211,23.32,40,12,2.38,BR,1718929884
339,cidade velha,14.9167,-23.6167,24.26,78,20,5.14,CV,1718929885
340,weyburn,49.6668,-103.8511,21.12,46,11,1.54,CA,1718929886
341,hanceville,34.0607,-86.7675,30.21,65,26,2.42,US,1718929887
342,hamilton,39.1834,-84.5333,30.21,61,40,2.57,US,1718929889
343,encheng,22.1839,112.3026,30.03,76,99,2.39,CN,1718929890
344,richards bay,-28.783,32.0377,16.72,86,2,2.25,ZA,1718929843
345,shingu,33.7333,135.9833,19.99,91,100,2.88,JP,1718929892
346,rio claro,-22.4114,-47.5614,16.07,36,0,1.13,BR,1718929893
347,alameda,37.5999,-121.8844,20.47,53,0,5.66,US,1718929895
348,tralee,52.2704,-9.7026,10.99,98,100,2.64,IE,1718929896
349,jayapura,-2.5333,140.7,27.66,65,55,1.58,ID,1718929897
350,ta`u,-14.2336,-169.5144,27.68,72,5,4.77,AS,1718929898
351,tondano,1.3038,124.9112,23.05,75,99,2.14,ID,1718929900
352,qacha's nek,-30.1154,28.6894,3.42,54,80,3.2,LS,1718929901
353,ghanzi,-21.5667,21.7833,14.32,38,0,4.61,BW,1718929902
354,diego de almagro,-26.3667,-70.05,12.18,60,0,0.82,CL,1718929903
355,poplar bluff,36.757,-90.3929,29.96,48,0,2.06,US,1718929904
356,ugoofaaru,5.6667,73.0,28.67,80,100,7.45,MV,1718929906
357,papao,-17.75,-149.55,27.82,69,1,5.64,PF,1718929907
358,kiffa,16.6166,-11.4045,36.34,21,100,5.34,MR,1718929908
359,saint-marcel,49.1,1.45,16.94,88,0,1.54,FR,1718929909
360,miranda do douro,41.4969,-6.2731,11.47,86,0,0.95,PT,1718929910
361,kristiansund,63.1115,7.732,10.83,84,100,3.6,NO,1718929912
362,rongelap,11.1635,166.8941,28.63,81,51,7.13,MH,1718929913
363,vardenik,40.1393,45.4334,14.27,72,19,1.52,AM,1718929914
364,holualoa,19.6228,-155.9522,23.47,89,40,5.66,US,1718929915
365,funtua,11.5233,7.3081,22.73,76,100,4.28,NG,1718929917
366,barcelos,41.5388,-8.6151,15.68,95,2,0.95,PT,1718929918
367,wellington,-41.2866,174.7756,11.14,72,49,1.03,NZ,1718929728
368,hobyo,5.3505,48.5268,26.13,80,27,10.57,SO,1718929920
369,boguchar,49.9358,40.545,12.06,91,17,7.78,RU,1718929922
370,suntar,62.1444,117.6319,19.58,65,100,1.24,RU,1718929923
371,mangai,-4.05,19.5333,22.01,48,100,1.03,CD,1718929924
372,yanbu,24.0891,38.0637,32.02,70,20,2.06,SA,1718929925
373,piacabucu,-10.4056,-36.4344,23.81,85,4,4.51,BR,1718929926
374,kapa'a,22.0752,-159.319,27.06,77,75,9.26,US,1718929928
375,novyy urgal,51.0736,132.5642,10.91,87,93,2.37,RU,1718929929
376,gedo,9.0167,37.45,9.62,94,53,0.11,ET,1718929930
377,beyla,8.6833,-8.6333,20.3,97,77,1.52,GN,1718929931
378,weno,7.4515,151.8468,26.97,89,100,1.54,FM,1718929934
379,santa ines,-3.6667,-45.38,25.66,73,71,1.05,BR,1718929935
380,lampang,18.3333,99.5,25.95,89,40,1.03,TH,1718929936
381,churapcha,62.0025,132.4325,21.2,52,81,1.28,RU,1718929938
382,arraial do cabo,-22.9661,-42.0278,22.69,87,0,1.46,BR,1718929939
383,lae,-6.7221,146.9847,28.37,61,100,1.98,PG,1718929941
384,bac lieu,9.285,105.7244,27.63,78,100,3.87,VN,1718929943
385,bamboo flat,11.7,92.7167,25.05,94,100,4.63,IN,1718929944
386,novodvinsk,64.4165,40.8122,10.86,97,100,5.55,RU,1718929945
387,wingham,43.8879,-81.3114,18.22,95,24,3.91,CA,1718929946
388,kawerau,-38.1,176.7,15.82,66,100,0.45,NZ,1718929948
389,puerto baquerizo moreno,-0.9,-89.6,21.79,91,73,5.39,EC,1718929949
390,albacete,38.8333,-2.0,14.45,67,0,2.57,ES,1718929950
391,villa gesell,-37.2639,-56.973,10.03,64,100,8.06,AR,1718929951
392,vadso,70.0744,29.7487,6.09,100,100,2.57,NO,1718929952
393,port macquarie,-31.4333,152.9167,17.37,60,100,0.8,AU,1718929954
394,mirnyy,62.5353,113.9611,11.25,84,100,2.81,RU,1718929955
395,puerto san jose,13.9256,-90.8244,25.29,87,100,2.66,GT,1718929956
396,arkalyk,50.2486,66.9114,19.64,79,0,4.5,KZ,1718929957
397,dali,25.7,100.1833,20.45,76,100,2.01,CN,1718929959
398,alesund,62.4723,6.1549,12.05,76,100,7.72,NO,1718929960
399,miquelon,47.0975,-56.3814,14.0,96,0,7.39,PM,1718929963
400,zayed city,24.3768,54.589,32.07,52,0,1.03,AE,1718929964
401,turpan,42.9333,89.1667,31.9,8,0,2.44,CN,1718929965
402,meridian,43.6121,-116.3915,30.96,17,0,3.6,US,1718929810
403,suileng,47.25,127.0833,16.27,91,100,3.34,CN,1718929968
404,kralendijk,12.15,-68.2667,28.99,74,0,7.2,BQ,1718929969
405,oranjemund,-28.55,16.4333,12.5,86,0,3.7,NA,1718929970
406,palu,-0.8917,119.8707,29.82,69,12,0.86,ID,1718929971
407,cannonvale,-20.2833,148.7,21.66,72,0,3.35,AU,1718929973
408,clarion,41.2148,-79.3853,27.31,86,0,1.57,US,1718929974
409,punta arenas,-53.15,-70.9167,-10.94,92,20,1.54,CL,1718929975
410,afaahiti,-17.75,-149.2833,26.93,68,26,5.81,PF,1718929976
411,broken hill,-31.95,141.4333,11.28,58,1,6.74,AU,1718929977
412,cabo san lucas,22.8909,-109.9124,27.57,51,40,8.05,MX,1718929828
413,la'ie,21.6477,-157.9253,27.14,78,96,3.13,US,1718929980
414,singaraja,-8.112,115.0882,26.78,67,79,1.1,ID,1718929982
415,tara,56.8944,74.371,14.83,98,97,2.05,RU,1718929983
416,taishan,22.2514,112.7799,30.41,75,98,3.06,CN,1718929984
417,selty,57.3132,52.1345,16.78,96,59,2.11,RU,1718929985
418,wenchang,30.904,118.4887,27.13,88,100,2.39,CN,1718929987
419,saint albans,51.75,-0.3333,12.01,88,2,2.06,GB,1718929989
420,la sierpe,2.8518,-77.6155,24.71,93,98,0.14,CO,1718929990
421,buka,40.8108,69.1986,24.81,43,68,3.75,UZ,1718929991
422,inhambane,-23.865,35.3833,20.11,77,0,3.53,MZ,1718929993
423,kourou,5.1552,-52.6478,25.03,89,100,1.66,GF,1718929994
424,rio grande,-32.035,-52.0986,16.64,90,99,5.89,BR,1718929995
425,porto belo,-27.1578,-48.5531,20.41,98,100,1.88,BR,1718929996
426,mugia,43.1041,-9.2179,13.84,76,100,2.78,ES,1718929997
427,nueva esperanza,15.2667,-87.6,23.79,98,100,1.36,HN,1718929999
428,san julian,21.0167,-102.1667,18.42,77,100,3.6,MX,1718930000
429,sault ste. marie,46.5168,-84.3333,19.16,69,100,5.66,CA,1718929900
430,batie,9.8833,-2.9167,24.28,86,25,1.36,BF,1718930002
431,aripuana,-9.1667,-60.6333,24.41,53,14,0.72,BR,1718930004
432,poronaysk,49.2167,143.1167,9.34,87,100,2.18,RU,1718930005
433,cururupu,-1.8283,-44.8683,23.01,98,28,0.96,BR,1718930006
434,serhetabat,35.2799,62.3438,23.99,27,23,3.72,TM,1718930007
435,gaalkacyo,6.7697,47.4308,25.21,66,40,9.88,SO,1718930008
436,wanning,18.8003,110.3967,30.39,76,100,4.08,CN,1718930010
437,jabor,5.921,169.6434,28.88,79,91,7.07,MH,1718930011
438,puerto deseado,-47.7503,-65.8938,3.23,71,100,6.74,AR,1718930012
439,armidale,-30.5167,151.65,11.3,69,43,5.18,AU,1718929836
440,verkhniy baskunchak,48.2256,46.7217,25.41,42,0,7.42,RU,1718930015
441,bechar,31.6167,-2.2167,27.18,18,0,2.06,DZ,1718930016
442,tobelo,1.7284,128.0095,25.25,94,100,0.92,ID,1718930017
443,famagusta,35.125,33.95,26.16,73,0,0.96,CY,1718929804
444,remire-montjoly,4.9167,-52.2667,25.02,100,75,0.51,GF,1718930020
445,ust'-ilimsk,58.0006,102.6619,11.38,51,100,4.26,RU,1718930021
446,yeniseysk,58.4497,92.1703,11.6,61,11,2.42,RU,1718930022
447,san luis de la loma,17.2706,-100.8939,24.86,95,100,1.1,MX,1718930023
448,altai,46.3722,96.2583,8.94,32,9,1.42,MN,1718930024
449,ramnagar,29.4,79.1167,30.23,38,1,1.56,IN,1718930026
450,gandarbal,34.2333,74.7833,16.6,72,100,0.65,IN,1718930027
451,pemangkat,1.1667,108.9667,27.62,81,100,2.59,ID,1718930028
452,baley,51.6,116.6333,19.08,47,99,5.14,RU,1718930029
453,zile,40.3031,35.8864,15.13,91,0,0.75,TR,1718930031
454,wynyard,-41.0,145.7167,9.97,60,0,0.7,AU,1718930032
455,mana,5.6592,-53.7767,25.74,87,100,2.63,GF,1718930033
456,betio village,1.358,172.9211,31.02,70,100,6.72,KI,1718930034
457,reggane,26.7158,0.1714,38.07,6,63,6.01,DZ,1718930036
458,hacienda huancane,-15.8222,-70.8856,-0.49,81,99,3.27,PE,1718930037
459,hecun,36.5333,114.1111,29.42,45,100,1.25,CN,1718930038
460,astrakhan,46.3497,48.0408,23.93,69,0,3.0,RU,1718930039
461,ataq,14.5377,46.8319,27.58,42,100,7.62,YE,1718930040
462,farafangana,-22.8167,47.8333,18.32,86,0,1.84,MG,1718930042
463,labuan,5.2767,115.2417,27.2,89,20,0.0,MY,1718930043
464,tommot,58.9564,126.2925,20.17,56,0,4.21,RU,1718930044
465,bucerias,20.75,-105.3333,26.99,94,100,3.09,MX,1718929848
466,chone,-0.6833,-80.1,23.35,91,89,2.22,EC,1718929941
467,kamina,-8.7386,24.9906,17.28,59,0,2.03,CD,1718930048
468,itamaraca,-7.7478,-34.8256,27.03,87,10,4.02,BR,1718930049
469,larroque,-33.036,-59.0013,14.66,91,100,4.48,AR,1718930050
470,le port,-20.9373,55.2919,19.75,71,7,2.12,RE,1718930051
471,as sulayyil,20.4607,45.5779,32.14,9,0,2.99,SA,1718930053
472,mamuju,-2.6748,118.8885,28.23,75,52,0.78,ID,1718930054
473,krasnoslobodsk,48.7072,44.5714,19.9,68,75,11.0,RU,1718930055
474,korla,41.7597,86.1469,27.01,22,0,1.53,CN,1718930056
475,margate,51.3813,1.3862,11.68,90,0,1.81,GB,1718930057
476,pionerskiy,54.9508,20.2275,11.91,73,64,6.48,RU,1718930059
477,santana,-0.0583,-51.1817,28.1,83,40,3.09,BR,1718930060
478,colac,-38.3333,143.5833,9.91,57,6,2.34,AU,1718930061
479,sao lourenco do sul,-31.3653,-51.9783,16.52,92,88,4.02,BR,1718930062
480,ketchikan,55.3422,-131.6461,16.99,67,0,6.69,US,1718930064
481,miles city,46.4083,-105.8406,25.54,41,0,6.69,US,1718930065
482,kirakira,-10.4544,161.9205,29.88,69,34,2.66,SB,1718930066
483,loch garman,52.3342,-6.4575,13.81,100,89,4.92,IE,1718930067
484,adam,22.3756,57.5233,31.5,43,48,0.65,OM,1718930069
485,lobujya,27.95,86.8167,1.64,86,87,0.55,NP,1718930070
486,starokostiantyniv,49.7576,27.2034,11.86,86,100,1.82,UA,1718930071
487,buy,58.4786,41.53,10.73,97,78,4.17,RU,1718930072
488,manggar,-2.8833,108.2667,28.36,75,99,6.8,ID,1718930073
489,fort bragg,35.139,-79.006,29.74,45,0,2.06,US,1718929779
490,filingue,14.3521,3.3168,31.4,48,100,2.78,NE,1718930076
491,opuwo,-18.0607,13.84,14.79,27,0,2.86,NA,1718930077
492,ghogha,21.6833,72.2833,30.66,66,24,6.25,IN,1718930078
493,nova olimpia,-14.7972,-57.2881,23.56,39,3,1.45,BR,1718930080
494,byron bay,-28.65,153.6167,20.95,61,100,2.19,AU,1718930081
495,tabou,4.423,-7.3528,25.02,87,100,3.89,CI,1718930082
496,al ghayzah,16.2079,52.176,29.19,84,100,2.95,YE,1718930084
497,petawawa,45.9001,-77.3328,21.55,60,96,0.89,CA,1718930086
498,santo antonio,-6.3106,-35.4789,21.93,95,5,3.81,BR,1718930087
499,klyuchi,52.2667,79.1667,20.11,47,100,4.93,RU,1718930088
500,brookings,44.3114,-96.7984,14.96,98,100,5.14,US,1718930002
501,boende,-0.2167,20.8667,24.22,67,96,0.64,CD,1718930090
502,mumford,5.2618,-0.759,24.54,91,100,3.61,GH,1718930092
503,kerikeri,-35.2268,173.9474,14.55,85,80,3.32,NZ,1718930093
504,makariv,50.4641,29.8113,12.3,85,10,3.23,UA,1718930094
505,san ignacio de velasco,-16.3667,-60.95,24.0,46,15,1.09,BO,1718930095
506,melenki,55.3343,41.6295,13.02,92,100,4.51,RU,1718930097
507,hadejia,12.4498,10.0444,30.14,50,100,5.73,NG,1718930098
508,palmer,42.1584,-72.3287,25.95,63,100,7.2,US,1718930099
509,colares,38.7992,-9.4469,15.64,84,98,3.13,PT,1718930100
510,manadhoo,5.7667,73.3833,28.73,79,100,7.31,MV,1718930102
511,paita,-5.0892,-81.1144,19.2,79,74,7.95,PE,1718930103
512,muroto-misakicho,33.2833,134.15,22.06,86,100,2.13,JP,1718930104
513,el rosario,24.2556,-107.1828,28.18,64,100,3.23,MX,1718930105
514,poyang,28.9924,116.6675,24.87,97,100,2.29,CN,1718930107
515,okhotsk,59.3833,143.3,13.57,77,30,3.53,RU,1718930108
516,port blair,11.6667,92.75,25.02,94,100,4.63,IN,1718930109
517,bloemfontein,-29.1211,26.214,8.71,71,99,5.14,ZA,1718930110
518,plastun,44.7561,136.2939,9.89,99,100,1.34,RU,1718930111
519,pangoa,-12.1167,-73.0,20.72,84,83,1.07,PE,1718930113
520,kadoma,34.7333,135.5833,20.05,89,75,5.66,JP,1718930114
521,gorontalo,0.5412,123.0595,26.96,79,100,2.0,ID,1718930115
522,isola di capo rizzuto,38.96,17.0933,29.55,53,0,2.16,IT,1718930116
523,khambhaliya,22.2072,69.6683,29.81,69,100,6.43,IN,1718930118
524,argo,37.6333,22.7333,28.21,37,0,2.91,GR,1718930119
525,ambodifotatra,-16.9833,49.85,24.12,75,69,9.12,MG,1718930120
526,suhbaatar,50.2314,106.2078,4.2,98,100,2.38,MN,1718930121
527,cam ranh,11.9214,109.1591,27.98,89,40,1.54,VN,1718930123
528,cadale,2.7603,46.3222,25.49,84,100,8.15,SO,1718930124
529,apiai,-24.5094,-48.8425,13.93,88,3,1.35,BR,1718930125
530,patterson,37.4716,-121.1297,31.46,35,43,4.6,US,1718929945
531,kili,5.6439,169.1211,28.83,78,100,7.17,MH,1718930127
532,yeed,4.55,43.0333,24.27,70,100,8.6,SO,1718930129
533,sabang,5.8933,95.3214,29.33,76,100,9.08,ID,1718930130
534,veinticinco de mayo,-35.4323,-60.1727,10.55,90,100,2.24,AR,1718930131
535,russkaya polyana,49.417,31.9201,12.03,86,6,3.17,UA,1718930132
536,yangambi,0.8102,24.4336,22.17,85,100,0.68,CD,1718930133
537,yamba,-5.9,22.3,21.85,44,84,1.74,CD,1718930135
538,oban,56.4127,-5.4706,13.54,94,100,3.46,GB,1718930136
539,goba,7.0167,39.9833,9.71,89,68,2.4,ET,1718930137
540,mazatlan,23.2167,-106.4167,26.06,91,100,3.6,MX,1718930053
541,severo-yeniseyskiy,60.3725,93.0408,8.78,63,100,3.15,RU,1718930140
542,freetown,8.484,-13.2299,27.84,78,75,3.6,SL,1718930141
543,taveta,-3.3963,37.6736,18.96,94,97,2.08,KE,1718930142
544,maragogi,-9.0122,-35.2225,23.99,86,50,3.88,BR,1718930143
545,guayaramerin,-10.8368,-65.3614,26.24,51,25,1.07,BO,1718930145
546,northam,51.0333,-4.2167,12.24,93,10,1.89,GB,1718930146
547,malangali,-8.5667,34.85,16.49,82,82,4.44,TZ,1718930147
548,mili,6.0815,171.735,28.61,79,96,7.06,MH,1718930148
549,monrovia,6.3005,-10.7969,24.87,89,97,2.31,LR,1718930100
550,metlili chaamba,32.2667,3.6333,30.52,15,0,6.17,DZ,1718930151
551,taquarituba,-23.5331,-49.2444,16.8,53,0,2.63,BR,1718930152
552,arish,31.1316,33.7984,24.1,83,0,2.06,EG,1718930153
553,yemetsk,63.4721,41.7941,12.47,89,97,5.16,RU,1718930154
554,ilovays'k,47.925,38.2024,13.04,82,0,6.26,UA,1718930156
555,albu kamal,34.45,40.9186,33.65,27,29,5.54,SY,1718930157
556,sabha,27.0377,14.4283,29.71,20,0,6.25,LY,1718930159
557,saudarkrokur,65.7461,-19.6394,4.92,96,100,2.98,IS,1718930160
558,alexandria,31.2156,29.9553,25.54,71,0,1.4,EG,1718929865
559,bolotnoye,55.6717,84.3981,12.77,92,100,4.03,RU,1718930063
560,saint-pierre,-21.3393,55.4781,20.82,73,75,6.17,RE,1718930164
561,colonia menno,-22.3667,-59.8167,24.95,68,58,0.93,PY,1718930165
562,numan,9.4667,12.0333,24.5,81,100,1.95,NG,1718930166
563,eisen,36.8217,128.6308,27.14,56,100,1.81,KR,1718930168
564,vila franca do campo,37.7167,-25.4333,18.27,99,100,0.86,PT,1718930169
565,nizhneangarsk,55.7833,109.55,9.03,87,100,1.77,RU,1718930170
566,zelenogorskiy,55.0333,87.0,12.91,80,100,1.75,RU,1718930173
567,zinjibar,13.1287,45.3807,31.99,61,99,2.6,YE,1718930175
568,clinton,42.587,-82.9199,25.57,73,75,4.12,US,1718930176
569,khanty-mansiysk,61.0042,69.0019,15.06,63,0,1.0,RU,1718930178
570,maych'ew,12.7875,39.5422,16.48,49,80,1.41,ET,1718930179
571,nsawam,5.8089,-0.3503,26.03,95,91,2.01,GH,1718930180
572,sorong,-0.8833,131.25,26.07,87,69,3.82,ID,1718930181
573,jinchang,38.4953,102.1739,20.8,31,0,6.23,CN,1718930182
574,myrina,39.8797,25.0742,24.58,65,0,6.69,GR,1718930184
575,bokani,9.4333,5.2,23.43,95,100,1.14,NG,1718930186
576,lemvig,56.5486,8.3102,12.86,90,100,3.85,DK,1718930187
577,nikolayevsk-on-amure,53.1406,140.73,7.94,95,100,1.27,RU,1718930189
578,diu,20.7141,70.9822,29.77,79,100,6.69,IN,1718930190
579,deder,9.3167,41.45,14.4,82,97,4.11,ET,1718930191
580,mount gambier,-37.8333,140.7667,13.02,49,0,3.55,AU,1718930048
581,suwayr,30.1171,40.3893,36.52,12,3,6.88,SA,1718930193
582,port shepstone,-30.7414,30.455,17.27,82,100,6.85,ZA,1718930195
583,sinazongwe,-17.2614,27.4618,17.82,48,0,1.96,ZM,1718930196
584,alamogordo,32.8995,-105.9603,27.66,47,0,13.89,US,1718929959
585,fereydunshahr,32.941,50.121,14.31,45,0,2.54,IR,1718930198
586,arteche,12.2645,125.4048,30.09,64,42,1.94,PH,1718930200
587,dhidhdhoo,6.8833,73.1,28.86,80,100,7.86,MV,1718930201
588,anka,12.1138,5.9243,26.38,64,100,3.63,NG,1718930202
589,pozanti,37.4278,34.8717,23.56,50,2,3.7,TR,1718930203
